stock,sector,sub_sector,earnings_date,is_large_reaction,is_extreme_reaction,hist_extreme_prob,global_hist_prob,current_lift_vs_baseline,current_lift_vs_same_bucket_global,extreme_count,risk_level,risk_score,base_extreme_prob
BBY,Consumer Discretionary,Computer & Electronics Retail,2025-03-04,1,0,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
BBY,Consumer Discretionary,Computer & Electronics Retail,2025-05-29,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
BBY,Consumer Discretionary,Computer & Electronics Retail,2025-08-28,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
BBY,Consumer Discretionary,Computer & Electronics Retail,2025-11-25,0,0,0.052,0.052,0.449,1.0,423.0,Low,67.0,0.116
BDX,Health Care,Health Care Equipment,2025-02-05,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
BDX,Health Care,Health Care Equipment,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
BDX,Health Care,Health Care Equipment,2025-08-07,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,54.0,0.116
BDX,Health Care,Health Care Equipment,2025-11-06,1,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
BEN,Financials,Asset Management & Custody Banks,2025-01-31,1,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
BEN,Financials,Asset Management & Custody Banks,2025-05-02,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
BEN,Financials,Asset Management & Custody Banks,2025-08-01,1,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
BEN,Financials,Asset Management & Custody Banks,2025-11-07,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,67.0,0.116
BF-B,Consumer Staples,Distillers & Vintners,2025-03-05,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,44.0,0.116
BF-B,Consumer Staples,Distillers & Vintners,2025-06-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
BF-B,Consumer Staples,Distillers & Vintners,2025-08-28,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
BF-B,Consumer Staples,Distillers & Vintners,2025-12-04,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,44.0,0.116
BG,Consumer Staples,Agricultural Products & Services,2025-02-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
BG,Consumer Staples,Agricultural Products & Services,2025-05-07,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
BG,Consumer Staples,Agricultural Products & Services,2025-07-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,49.0,0.116
BG,Consumer Staples,Agricultural Products & Services,2025-10-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,39.0,0.116
BIIB,Health Care,Biotechnology,2025-02-12,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
BIIB,Health Care,Biotechnology,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
BIIB,Health Care,Biotechnology,2025-07-31,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
BIIB,Health Care,Biotechnology,2025-10-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,53.0,0.116
BK,Financials,Asset Management & Custody Banks,2025-01-15,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
BK,Financials,Asset Management & Custody Banks,2025-04-11,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,41.0,0.116
BK,Financials,Asset Management & Custody Banks,2025-07-15,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
BK,Financials,Asset Management & Custody Banks,2025-10-16,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,75.0,0.116
BKNG,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-02-20,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
BKNG,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-04-29,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,93.0,0.116
BKNG,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-07-29,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
BKNG,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-10-28,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,100.0,0.116
BKR,Energy,Oil & Gas Equipment & Services,2025-01-30,1,0,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
BKR,Energy,Oil & Gas Equipment & Services,2025-04-22,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,49.0,0.116
BKR,Energy,Oil & Gas Equipment & Services,2025-07-22,1,1,0.091,0.091,0.786,1.0,740.0,High,82.0,0.116
BKR,Energy,Oil & Gas Equipment & Services,2025-10-23,0,0,0.091,0.091,0.786,1.0,740.0,High,80.0,0.116
BLDR,Industrials,Building Products,2025-02-20,0,0,0.091,0.091,0.786,1.0,740.0,High,83.0,0.116
BLDR,Industrials,Building Products,2025-05-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
BLDR,Industrials,Building Products,2025-07-31,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
BLDR,Industrials,Building Products,2025-10-30,0,0,0.091,0.091,0.786,1.0,740.0,High,84.0,0.116
BLK,Financials,Asset Management & Custody Banks,2025-01-15,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
BLK,Financials,Asset Management & Custody Banks,2025-04-11,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,35.0,0.116
BLK,Financials,Asset Management & Custody Banks,2025-07-15,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
BLK,Financials,Asset Management & Custody Banks,2025-10-14,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
BMY,Health Care,Pharmaceuticals,2025-02-06,0,0,0.052,0.052,0.449,1.0,423.0,Low,58.0,0.116
BMY,Health Care,Pharmaceuticals,2025-04-24,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,44.0,0.116
BMY,Health Care,Pharmaceuticals,2025-07-31,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
BMY,Health Care,Pharmaceuticals,2025-10-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,52.0,0.116
BR,Industrials,Data Processing & Outsourced Services,2025-01-31,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
BR,Industrials,Data Processing & Outsourced Services,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
BR,Industrials,Data Processing & Outsourced Services,2025-08-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
BR,Industrials,Data Processing & Outsourced Services,2025-11-04,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
BRK-B,Financials,Multi-Sector Holdings,2025-02-24,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
BRK-B,Financials,Multi-Sector Holdings,2025-05-02,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,39.0,0.116
BRO,Financials,Insurance Brokers,2025-01-27,0,0,0.091,0.091,0.786,1.0,740.0,High,86.0,0.116
BRO,Financials,Insurance Brokers,2025-04-28,1,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
BRO,Financials,Insurance Brokers,2025-07-28,1,1,0.091,0.091,0.786,1.0,740.0,High,86.0,0.116
BRO,Financials,Insurance Brokers,2025-10-27,1,1,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
BSX,Health Care,Health Care Equipment,2025-02-05,0,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
BSX,Health Care,Health Care Equipment,2025-04-23,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,47.0,0.116
BSX,Health Care,Health Care Equipment,2025-07-23,0,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
BSX,Health Care,Health Care Equipment,2025-10-22,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
BX,Financials,Asset Management & Custody Banks,2025-01-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
BX,Financials,Asset Management & Custody Banks,2025-04-17,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
BX,Financials,Asset Management & Custody Banks,2025-07-24,0,0,0.052,0.052,0.449,1.0,423.0,Low,67.0,0.116
BX,Financials,Asset Management & Custody Banks,2025-10-23,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
BXP,Real Estate,Office REITs,2025-01-28,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,48.0,0.116
BXP,Real Estate,Office REITs,2025-04-29,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,40.0,0.116
BXP,Real Estate,Office REITs,2025-07-29,1,1,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
BXP,Real Estate,Office REITs,2025-10-28,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
C,Financials,Diversified Banks,2025-01-15,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
C,Financials,Diversified Banks,2025-04-15,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,36.0,0.116
C,Financials,Diversified Banks,2025-07-15,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
C,Financials,Diversified Banks,2025-10-14,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
CAG,Consumer Staples,Packaged Foods & Meats,2025-04-03,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
CAG,Consumer Staples,Packaged Foods & Meats,2025-07-10,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
CAG,Consumer Staples,Packaged Foods & Meats,2025-10-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,48.0,0.116
CAG,Consumer Staples,Packaged Foods & Meats,2025-12-19,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
CAH,Health Care,Health Care Distributors,2025-01-30,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
CAH,Health Care,Health Care Distributors,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,46.0,0.116
CAH,Health Care,Health Care Distributors,2025-08-12,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
CAH,Health Care,Health Care Distributors,2025-10-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
CARR,Industrials,Building Products,2025-02-11,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
CARR,Industrials,Building Products,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,44.0,0.116
CARR,Industrials,Building Products,2025-07-29,1,0,0.049,0.049,0.42,1.0,395.0,Moderate,75.0,0.116
CARR,Industrials,Building Products,2025-10-28,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,2025-01-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,2025-04-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,2025-08-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
CAT,Industrials,Construction Machinery & Heavy Transportation Equipment,2025-10-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
CB,Financials,Property & Casualty Insurance,2025-01-28,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
CB,Financials,Property & Casualty Insurance,2025-04-22,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
CB,Financials,Property & Casualty Insurance,2025-07-22,0,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
CB,Financials,Property & Casualty Insurance,2025-10-21,0,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
CBOE,Financials,Financial Exchanges & Data,2025-02-07,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
CBOE,Financials,Financial Exchanges & Data,2025-05-02,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
CBOE,Financials,Financial Exchanges & Data,2025-08-01,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
CBOE,Financials,Financial Exchanges & Data,2025-10-31,0,0,0.052,0.052,0.449,1.0,423.0,Low,67.0,0.116
CBRE,Real Estate,Real Estate Services,2025-02-13,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
CBRE,Real Estate,Real Estate Services,2025-05-01,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
CBRE,Real Estate,Real Estate Services,2025-07-23,0,0,0.091,0.091,0.786,1.0,740.0,High,77.0,0.116
CBRE,Real Estate,Real Estate Services,2025-10-23,0,0,0.091,0.091,0.786,1.0,740.0,High,79.0,0.116
CCI,Real Estate,Telecom Tower REITs,2025-02-26,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,68.0,0.116
CCI,Real Estate,Telecom Tower REITs,2025-04-15,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
CCI,Real Estate,Telecom Tower REITs,2025-07-15,0,0,0.091,0.091,0.786,1.0,740.0,High,84.0,0.116
CCI,Real Estate,Telecom Tower REITs,2025-10-22,0,0,0.091,0.091,0.786,1.0,740.0,High,84.0,0.116
CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-03-21,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,40.0,0.116
CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-06-24,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-09-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
CCL,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",2025-12-19,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,46.0,0.116
CDNS,Information Technology,Application Software,2025-02-10,0,0,0.091,0.091,0.786,1.0,740.0,High,82.0,0.116
CDNS,Information Technology,Application Software,2025-04-28,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
CDNS,Information Technology,Application Software,2025-07-21,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,94.0,0.116
CDNS,Information Technology,Application Software,2025-10-27,0,0,0.091,0.091,0.786,1.0,740.0,High,85.0,0.116
CDW,Information Technology,Technology Distributors,2025-02-05,1,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
CDW,Information Technology,Technology Distributors,2025-05-07,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,38.0,0.116
CDW,Information Technology,Technology Distributors,2025-08-06,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
CDW,Information Technology,Technology Distributors,2025-11-04,0,0,0.052,0.052,0.449,1.0,423.0,Low,54.0,0.116
CEG,Utilities,Electric Utilities,2025-02-18,1,1,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
CEG,Utilities,Electric Utilities,2025-05-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,70.0,0.116
CEG,Utilities,Electric Utilities,2025-08-07,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,94.0,0.116
CEG,Utilities,Electric Utilities,2025-11-03,1,0,0.091,0.091,0.786,1.0,740.0,High,82.0,0.116
CF,Materials,Fertilizers & Agricultural Chemicals,2025-02-19,1,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
CF,Materials,Fertilizers & Agricultural Chemicals,2025-05-07,0,0,0.091,0.091,0.786,1.0,740.0,High,76.0,0.116
CF,Materials,Fertilizers & Agricultural Chemicals,2025-08-06,1,1,0.091,0.091,0.786,1.0,740.0,High,84.0,0.116
CF,Materials,Fertilizers & Agricultural Chemicals,2025-11-05,0,0,0.091,0.091,0.786,1.0,740.0,High,82.0,0.116
CFG,Financials,Regional Banks,2025-01-17,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
CFG,Financials,Regional Banks,2025-04-16,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,35.0,0.116
CFG,Financials,Regional Banks,2025-07-17,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
CFG,Financials,Regional Banks,2025-10-15,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
CHD,Consumer Staples,Household Products,2025-01-31,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
CHD,Consumer Staples,Household Products,2025-05-01,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
CHD,Consumer Staples,Household Products,2025-08-01,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
CHD,Consumer Staples,Household Products,2025-10-31,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
CHRW,Industrials,Air Freight & Logistics,2025-01-29,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,92.0,0.116
CHRW,Industrials,Air Freight & Logistics,2025-04-30,0,0,0.091,0.091,0.786,1.0,740.0,High,86.0,0.116
CHRW,Industrials,Air Freight & Logistics,2025-07-30,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,93.0,0.116
CHRW,Industrials,Air Freight & Logistics,2025-10-29,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,93.0,0.116
CHTR,Communication Services,Cable & Satellite,2025-01-31,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
CHTR,Communication Services,Cable & Satellite,2025-04-25,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,47.0,0.116
CHTR,Communication Services,Cable & Satellite,2025-07-25,1,1,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
CHTR,Communication Services,Cable & Satellite,2025-10-31,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
CI,Health Care,Health Care Services,2025-01-30,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,49.0,0.116
CI,Health Care,Health Care Services,2025-05-02,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
CI,Health Care,Health Care Services,2025-07-31,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,54.0,0.116
CI,Health Care,Health Care Services,2025-10-30,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
CINF,Financials,Property & Casualty Insurance,2025-02-10,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
CINF,Financials,Property & Casualty Insurance,2025-04-28,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,45.0,0.116
CINF,Financials,Property & Casualty Insurance,2025-07-28,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
CINF,Financials,Property & Casualty Insurance,2025-10-23,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
CL,Consumer Staples,Household Products,2025-01-31,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,54.0,0.116
CL,Consumer Staples,Household Products,2025-04-25,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,41.0,0.116
CL,Consumer Staples,Household Products,2025-08-01,0,0,0.052,0.052,0.449,1.0,423.0,Low,55.0,0.116
CL,Consumer Staples,Household Products,2025-10-31,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
CLX,Consumer Staples,Household Products,2025-02-03,1,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
CLX,Consumer Staples,Household Products,2025-05-05,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,54.0,0.116
CLX,Consumer Staples,Household Products,2025-07-31,0,0,0.052,0.052,0.449,1.0,423.0,Low,57.0,0.116
CLX,Consumer Staples,Household Products,2025-11-03,0,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
CMCSA,Communication Services,Cable & Satellite,2025-01-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,67.0,0.116
CMCSA,Communication Services,Cable & Satellite,2025-04-24,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,42.0,0.116
CMCSA,Communication Services,Cable & Satellite,2025-07-31,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
CMCSA,Communication Services,Cable & Satellite,2025-10-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
CME,Financials,Financial Exchanges & Data,2025-02-12,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
CME,Financials,Financial Exchanges & Data,2025-04-22,0,0,0.052,0.052,0.449,1.0,423.0,Low,56.0,0.116
CME,Financials,Financial Exchanges & Data,2025-07-22,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
CME,Financials,Financial Exchanges & Data,2025-10-22,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
CMG,Consumer Discretionary,Restaurants,2025-02-04,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,99.0,0.116
CMG,Consumer Discretionary,Restaurants,2025-04-23,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
CMG,Consumer Discretionary,Restaurants,2025-07-23,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,98.0,0.116
CMG,Consumer Discretionary,Restaurants,2025-10-29,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,99.0,0.116
CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,2025-02-04,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,2025-05-05,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,43.0,0.116
CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,2025-08-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,72.0,0.116
CMI,Industrials,Construction Machinery & Heavy Transportation Equipment,2025-11-04,1,1,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
CMS,Utilities,Multi-Utilities,2025-02-06,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,51.0,0.116
CMS,Utilities,Multi-Utilities,2025-04-24,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,46.0,0.116
CMS,Utilities,Multi-Utilities,2025-07-31,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
CMS,Utilities,Multi-Utilities,2025-10-30,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
CNC,Health Care,Managed Health Care,2025-02-04,0,0,0.091,0.091,0.786,1.0,740.0,High,78.0,0.116
CNC,Health Care,Managed Health Care,2025-04-25,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
CNC,Health Care,Managed Health Care,2025-07-25,1,1,0.105,0.105,0.907,1.0,854.0,Very Low,33.0,0.116
CNC,Health Care,Managed Health Care,2025-10-29,1,0,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
CNP,Utilities,Multi-Utilities,2025-02-18,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,53.0,0.116
CNP,Utilities,Multi-Utilities,2025-04-28,0,0,0.105,0.105,0.907,1.0,854.0,Very Low,50.0,0.116
CNP,Utilities,Multi-Utilities,2025-07-28,0,0,0.052,0.052,0.449,1.0,423.0,Low,60.0,0.116
CNP,Utilities,Multi-Utilities,2025-10-23,0,0,0.052,0.052,0.449,1.0,423.0,Low,63.0,0.116
COF,Financials,Consumer Finance,2025-01-21,1,0,0.251,0.251,2.163,1.0,2036.0,Extreme,88.0,0.116
COF,Financials,Consumer Finance,2025-04-22,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,52.0,0.116
COF,Financials,Consumer Finance,2025-07-22,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,89.0,0.116
COF,Financials,Consumer Finance,2025-10-21,0,0,0.091,0.091,0.786,1.0,740.0,High,82.0,0.116
COIN,Financials,Financial Exchanges & Data,2025-02-13,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,74.0,0.116
COIN,Financials,Financial Exchanges & Data,2025-05-08,1,1,0.052,0.052,0.449,1.0,423.0,Low,66.0,0.116
COIN,Financials,Financial Exchanges & Data,2025-07-31,1,1,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
COIN,Financials,Financial Exchanges & Data,2025-11-05,0,0,0.091,0.091,0.786,1.0,740.0,High,85.0,0.116
COO,Health Care,Health Care Supplies,2025-03-06,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,89.0,0.116
COO,Health Care,Health Care Supplies,2025-05-29,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,92.0,0.116
COO,Health Care,Health Care Supplies,2025-08-27,1,1,0.251,0.251,2.163,1.0,2036.0,Extreme,91.0,0.116
COO,Health Care,Health Care Supplies,2025-12-04,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,90.0,0.116
COP,Energy,Oil & Gas Exploration & Production,2025-02-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,73.0,0.116
COP,Energy,Oil & Gas Exploration & Production,2025-05-08,1,0,0.105,0.105,0.907,1.0,854.0,Very Low,35.0,0.116
COP,Energy,Oil & Gas Exploration & Production,2025-08-07,0,0,0.052,0.052,0.449,1.0,423.0,Low,62.0,0.116
COP,Energy,Oil & Gas Exploration & Production,2025-11-06,1,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
COR,Health Care,Health Care Distributors,2025-02-05,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,71.0,0.116
COR,Health Care,Health Care Distributors,2025-05-07,1,1,0.052,0.052,0.449,1.0,423.0,Low,59.0,0.116
COR,Health Care,Health Care Distributors,2025-08-06,0,0,0.049,0.049,0.42,1.0,395.0,Moderate,69.0,0.116
COR,Health Care,Health Care Distributors,2025-11-05,0,0,0.052,0.052,0.449,1.0,423.0,Low,64.0,0.116
COST,Consumer Staples,Consumer Staples Merchandise Retail,2025-05-29,0,0,0.052,0.052,0.449,1.0,423.0,Low,54.0,0.116
COST,Consumer Staples,Consumer Staples Merchandise Retail,2025-09-25,0,0,0.052,0.052,0.449,1.0,423.0,Low,65.0,0.116
COST,Consumer Staples,Consumer Staples Merchandise Retail,2025-12-11,0,0,0.052,0.052,0.449,1.0,423.0,Low,61.0,0.116
CPAY,Financials,Transaction & Payment Processing Services,2025-02-05,0,0,0.251,0.251,2.163,1.0,2036.0,Extreme,92.0,0.116
